measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
196006111,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-04 05:27:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196006112,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,27.0,27.0,2024-07-04 05:27:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196006113,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,81.9,81.9,2024-07-04 05:27:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196006114,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.6,71.6,2024-07-04 05:27:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196006115,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-04 05:27:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196006116,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-04 05:27:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196006117,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-04 05:27:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012841,0,networkAvailability,1.0,1,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012842,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012843,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012844,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012845,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012846,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.9,30.9,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012847,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.6,24.6,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012848,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196012849,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-04 05:33:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013086,0,networkAvailability,1.0,1,2024-07-04 05:34:15,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013309,0,networkAvailability,1.0,1,2024-07-04 05:34:29,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013464,0,networkAvailability,1.0,1,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013465,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013466,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013467,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,40.7,40.7,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013468,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013469,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,26.6,26.6,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013470,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,80.7,80.7,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013471,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.4,71.4,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013472,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013473,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196013474,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-04 05:34:44,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019968,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019969,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019970,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.7,24.7,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019971,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019972,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019964,0,networkAvailability,1.0,1,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019965,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019966,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196019967,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-04 05:40:16,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020290,0,networkAvailability,1.0,1,2024-07-04 05:40:25,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020323,0,networkAvailability,1.0,1,2024-07-04 05:40:26,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020332,0,networkAvailability,1.0,1,2024-07-04 05:40:26,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020333,0,networkAvailability,1.0,1,2024-07-04 05:40:26,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020352,0,networkAvailability,1.0,1,2024-07-04 05:40:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020367,0,networkAvailability,1.0,1,2024-07-04 05:40:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020375,0,networkAvailability,1.0,1,2024-07-04 05:40:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020400,0,networkAvailability,1.0,1,2024-07-04 05:40:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020401,0,networkAvailability,1.0,1,2024-07-04 05:40:29,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020416,0,networkAvailability,1.0,1,2024-07-04 05:40:29,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020421,0,networkAvailability,1.0,1,2024-07-04 05:40:29,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020422,0,networkAvailability,1.0,1,2024-07-04 05:40:29,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020439,0,networkAvailability,1.0,1,2024-07-04 05:40:30,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020467,0,networkAvailability,1.0,1,2024-07-04 05:40:30,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020472,0,networkAvailability,1.0,1,2024-07-04 05:40:31,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020492,0,networkAvailability,1.0,1,2024-07-04 05:40:32,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196020500,0,networkAvailability,1.0,1,2024-07-04 05:40:32,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021003,0,networkAvailability,1.0,1,2024-07-04 05:40:46,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021267,0,networkAvailability,1.0,1,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021268,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021269,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021270,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,39.2,39.2,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021271,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021272,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,22.9,22.9,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021273,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,81.4,81.4,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021274,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.4,71.4,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021275,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021276,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196021277,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-04 05:40:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027073,0,networkAvailability,1.0,1,2024-07-04 05:45:52,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027074,0,networkAvailability,1.0,1,2024-07-04 05:45:52,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027075,0,networkAvailability,1.0,1,2024-07-04 05:45:53,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027112,0,networkAvailability,1.0,1,2024-07-04 05:45:53,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027135,0,networkAvailability,1.0,1,2024-07-04 05:45:54,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027147,0,networkAvailability,1.0,1,2024-07-04 05:45:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027148,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-04 05:45:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027179,0,networkAvailability,1.0,1,2024-07-04 05:45:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027180,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-04 05:45:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027185,0,networkAvailability,1.0,1,2024-07-04 05:45:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027186,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-04 05:45:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027202,0,networkAvailability,1.0,1,2024-07-04 05:45:56,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027203,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-04 05:45:56,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027219,0,networkAvailability,1.0,1,2024-07-04 05:45:56,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027220,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-04 05:45:56,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027244,0,networkAvailability,1.0,1,2024-07-04 05:45:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027245,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.6,24.6,2024-07-04 05:45:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027246,0,networkAvailability,1.0,1,2024-07-04 05:45:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027247,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-04 05:45:57,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027248,0,networkAvailability,1.0,1,2024-07-04 05:45:58,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027249,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-04 05:45:58,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027278,0,networkAvailability,1.0,1,2024-07-04 05:45:58,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027334,0,networkAvailability,1.0,1,2024-07-04 05:45:59,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027366,0,networkAvailability,1.0,1,2024-07-04 05:46:00,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027371,0,networkAvailability,1.0,1,2024-07-04 05:46:00,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027491,0,networkAvailability,1.0,1,2024-07-04 05:46:04,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027524,0,networkAvailability,1.0,1,2024-07-04 05:46:06,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027526,0,networkAvailability,1.0,1,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027527,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027528,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027529,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,41.5,41.5,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027530,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027531,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,27.3,27.3,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027532,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,81.0,81.0,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027533,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.5,71.5,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027534,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027535,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196027536,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-04 05:46:07,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034158,0,networkAvailability,1.0,1,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034159,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034160,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034161,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034162,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034163,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.9,30.9,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034164,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.6,24.6,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034165,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034166,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-04 05:51:28,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034500,0,networkAvailability,1.0,1,2024-07-04 05:51:39,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034689,0,networkAvailability,1.0,1,2024-07-04 05:51:45,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034727,0,networkAvailability,1.0,1,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034728,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034729,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034730,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,39.9,39.9,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034731,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034732,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,25.7,25.7,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034733,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,78.9,78.9,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034734,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.4,71.4,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034735,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034736,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196034737,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-04 05:51:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041230,0,networkAvailability,1.0,1,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041231,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041232,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041233,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.24,12.24,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041234,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041235,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041236,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.7,24.7,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041237,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041238,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-04 05:57:27,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041587,0,networkAvailability,1.0,1,2024-07-04 05:57:38,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041690,0,networkAvailability,1.0,1,2024-07-04 05:57:47,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041715,0,networkAvailability,1.0,1,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041716,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041717,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041718,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,40.9,40.9,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041719,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041720,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,23.5,23.5,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041721,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,80.9,80.9,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041722,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.4,71.4,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041723,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041724,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196041725,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-04 05:57:49,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048480,0,networkAvailability,1.0,1,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048481,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048482,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048483,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048484,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048485,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.9,30.9,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048486,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.7,24.7,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048487,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048488,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-04 06:03:55,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048714,0,networkAvailability,1.0,1,2024-07-04 06:04:12,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196048889,0,networkAvailability,1.0,1,2024-07-04 06:04:25,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049071,0,networkAvailability,1.0,1,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049072,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049073,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049074,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,39.9,39.9,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049075,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049076,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,22.3,22.3,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049077,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,81.4,81.4,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049078,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.5,71.5,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049079,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049080,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196049081,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-04 06:04:40,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196055554,0,networkAvailability,1.0,1,2024-07-04 06:10:26,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196055555,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-04 06:10:26,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
196055556,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-04 06:10:26,S.Angelo - Capital - Elenos,94472,local,not equal,1.0
