measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
194012743,0,networkAvailability,1.0,1,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012744,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012745,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012746,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012747,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012748,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.9,30.9,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012749,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.6,24.6,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012750,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194012751,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:00:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013049,0,networkAvailability,1.0,1,2024-07-03 00:00:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013171,0,networkAvailability,1.0,1,2024-07-03 00:00:50,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013212,0,networkAvailability,1.0,1,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013213,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013214,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013215,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,39.0,39.0,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013216,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013217,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,23.7,23.7,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013218,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,80.5,80.5,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013219,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.4,71.4,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013220,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013221,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194013222,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-03 00:00:52,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019883,0,networkAvailability,1.0,1,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019884,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019885,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019886,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019887,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019888,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019889,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.6,24.6,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019890,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194019891,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:06:30,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020245,0,networkAvailability,1.0,1,2024-07-03 00:06:40,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020346,0,networkAvailability,1.0,1,2024-07-03 00:06:44,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020380,0,networkAvailability,1.0,1,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020381,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020382,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020383,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,39.0,39.0,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020384,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020385,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,23.8,23.8,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020386,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,81.0,81.0,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020387,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.4,71.4,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020388,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020389,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194020390,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-03 00:06:45,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027024,0,networkAvailability,1.0,1,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027025,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027026,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027027,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027028,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027029,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027030,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.5,24.5,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027031,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027032,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:12:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027353,0,networkAvailability,1.0,1,2024-07-03 00:13:22,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027481,0,networkAvailability,1.0,1,2024-07-03 00:13:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027503,0,networkAvailability,1.0,1,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027504,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027505,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027506,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,36.7,36.7,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027507,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027508,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,21.4,21.4,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027509,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,80.0,80.0,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027510,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.0,71.0,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027511,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027512,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194027513,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-03 00:13:36,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034231,0,networkAvailability,1.0,1,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034232,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034233,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034234,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034235,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034236,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034237,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.5,24.5,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034238,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034239,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:20:25,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194034599,0,networkAvailability,1.0,1,2024-07-03 00:20:35,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035028,0,networkAvailability,1.0,1,2024-07-03 00:20:50,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035361,0,networkAvailability,1.0,1,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035362,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035363,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035364,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,36.4,36.4,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035365,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035366,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,20.9,20.9,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035367,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,78.7,78.7,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035368,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.2,71.2,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035369,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035370,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194035371,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-03 00:20:59,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041312,0,networkAvailability,1.0,1,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041313,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041314,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041315,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041316,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.14,12.14,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041317,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041318,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.5,24.5,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041319,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041320,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:26:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041662,0,networkAvailability,1.0,1,2024-07-03 00:26:38,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041768,0,networkAvailability,1.0,1,2024-07-03 00:26:42,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041798,0,networkAvailability,1.0,1,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041799,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041800,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041801,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,36.5,36.5,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041802,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041803,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,20.8,20.8,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041804,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,79.5,79.5,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041805,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.2,71.2,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041806,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041807,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194041808,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-03 00:26:43,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048452,0,networkAvailability,1.0,1,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048453,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048454,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048455,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048456,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048457,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048458,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.5,24.5,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048459,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048460,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:32:29,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194048765,0,networkAvailability,1.0,1,2024-07-03 00:32:41,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049114,0,networkAvailability,1.0,1,2024-07-03 00:33:05,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049436,0,networkAvailability,1.0,1,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049437,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049438,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049439,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,36.3,36.3,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049440,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049441,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,20.8,20.8,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049442,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,81.4,81.4,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049443,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.0,71.0,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049444,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049445,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194049446,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-03 00:33:34,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055640,0,networkAvailability,1.0,1,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055641,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055642,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055643,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055644,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055645,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055646,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.5,24.5,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055647,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055648,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:40:03,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194055879,0,networkAvailability,1.0,1,2024-07-03 00:40:11,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056107,0,networkAvailability,1.0,1,2024-07-03 00:40:18,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056369,0,networkAvailability,1.0,1,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056370,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056371,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,1100.0,1100,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056372,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,36.1,36.1,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056373,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056374,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,20.6,20.6,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056375,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,79.7,79.7,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056376,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,71.3,71.3,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056377,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056378,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194056379,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-03 00:40:27,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062684,0,networkAvailability,1.0,1,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062685,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062686,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.19,5.19,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062687,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.25,12.25,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062688,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062689,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.8,30.8,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062690,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,24.5,24.5,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062691,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194062692,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,104.4,104.4,2024-07-03 00:46:00,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194063073,0,networkAvailability,1.0,1,2024-07-03 00:46:12,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194063183,0,networkAvailability,1.0,1,2024-07-03 00:46:16,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194063209,0,networkAvailability,1.0,1,2024-07-03 00:46:17,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
194063210,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:46:17,S.Angelo - Capital - Elenos,94286,local,not equal,1.0
